Time ,error_voltage,reference_voltage,input_voltage,output_voltage,reward,action,action_values
1.6155,15.40362668,48,100,32.59637332,31.59637332,0,"{'Kp': -1.9447617848455574e+71, 'Ki': -1.817651495684927e+71, 'Kd': -1.5634309173636885e+71}"
1.6156,15.40362668,48,100,32.59637332,31.59637332,1,"{'Kp': -1.9642094026940129e+71, 'Ki': -1.8358280106417763e+71, 'Kd': -1.5790652265373254e+71}"
1.6157,15.40362668,48,100,32.59637332,31.59637332,0,"{'Kp': -1.983851496720953e+71, 'Ki': -1.854186290748194e+71, 'Kd': -1.5948558788026987e+71}"
1.6158,15.40362668,48,100,32.59637332,31.59637332,2,"{'Kp': -2.0036900116881625e+71, 'Ki': -1.872728153655676e+71, 'Kd': -1.6108044375907257e+71}"
1.6159,15.40362668,48,100,32.59637332,31.59637332,0,"{'Kp': -2.023726911805044e+71, 'Ki': -1.8914554351922327e+71, 'Kd': -1.6269124819666329e+71}"
1.616,15.40362668,48,100,32.59637332,31.59637332,0,"{'Kp': -2.0439641809230945e+71, 'Ki': -1.910369989544155e+71, 'Kd': -1.643181606786299e+71}"
1.6161,15.40362668,48,100,32.59637332,31.59637332,0,"{'Kp': -2.0644038227323254e+71, 'Ki': -1.9294736894395965e+71, 'Kd': -1.6596134228541621e+71}"
1.6162,15.40362668,48,100,32.59637332,31.59637332,2,"{'Kp': -2.0850478609596486e+71, 'Ki': -1.9487684263339924e+71, 'Kd': -1.6762095570827038e+71}"
1.6163,15.40362668,48,100,32.59637332,31.59637332,0,"{'Kp': -2.105898339569245e+71, 'Ki': -1.9682561105973324e+71, 'Kd': -1.692971652653531e+71}"
1.6164,15.40362668,48,100,32.59637332,31.59637332,0,"{'Kp': -2.1269573229649376e+71, 'Ki': -1.9879386717033058e+71, 'Kd': -1.709901369180066e+71}"
1.6165,15.40362668,48,100,32.59637332,31.59637332,2,"{'Kp': -2.148226896194587e+71, 'Ki': -2.007818058420339e+71, 'Kd': -1.7270003828718668e+71}"
1.6166,15.40362668,48,100,32.59637332,31.59637332,2,"{'Kp': -2.1697091651565328e+71, 'Ki': -2.0278962390045424e+71, 'Kd': -1.7442703867005855e+71}"
1.6167,15.40362668,48,100,32.59637332,31.59637332,2,"{'Kp': -2.1914062568080981e+71, 'Ki': -2.0481752013945878e+71, 'Kd': -1.7617130905675914e+71}"
1.6168,15.40362668,48,100,32.59637332,31.59637332,2,"{'Kp': -2.213320319376179e+71, 'Ki': -2.0686569534085336e+71, 'Kd': -1.7793302214732673e+71}"
1.6169,15.40362668,48,100,32.59637332,31.59637332,1,"{'Kp': -2.235453522569941e+71, 'Ki': -2.089343522942619e+71, 'Kd': -1.797123523688e+71}"
1.617,15.40362668,48,100,32.59637332,31.59637332,0,"{'Kp': -2.2578080577956404e+71, 'Ki': -2.1102369581720453e+71, 'Kd': -1.81509475892488e+71}"
1.6171,15.40362668,48,100,32.59637332,31.59637332,1,"{'Kp': -2.280386138373597e+71, 'Ki': -2.1313393277537657e+71, 'Kd': -1.8332457065141289e+71}"
1.6172,15.40362668,48,100,32.59637332,31.59637332,0,"{'Kp': -2.303189999757333e+71, 'Ki': -2.1526527210313034e+71, 'Kd': -1.85157816357927e+71}"
1.6173,15.40362668,48,100,32.59637332,31.59637332,1,"{'Kp': -2.326221899754906e+71, 'Ki': -2.1741792482416164e+71, 'Kd': -1.8700939452150627e+71}"
1.6174,15.40362668,48,100,32.59637332,31.59637332,0,"{'Kp': -2.349484118752455e+71, 'Ki': -2.1959210407240325e+71, 'Kd': -1.8887948846672133e+71}"
1.6175,15.40362668,48,100,32.59637332,31.59637332,2,"{'Kp': -2.3729789599399793e+71, 'Ki': -2.217880251131273e+71, 'Kd': -1.9076828335138854e+71}"
1.6176,15.40362668,48,100,32.59637332,31.59637332,2,"{'Kp': -2.396708749539379e+71, 'Ki': -2.240059053642586e+71, 'Kd': -1.9267596618490243e+71}"
1.6177,15.40362668,48,100,32.59637332,31.59637332,0,"{'Kp': -2.420675837034773e+71, 'Ki': -2.262459644179012e+71, 'Kd': -1.9460272584675145e+71}"
1.6178,15.40362668,48,100,32.59637332,31.59637332,1,"{'Kp': -2.444882595405121e+71, 'Ki': -2.2850842406208017e+71, 'Kd': -1.9654875310521896e+71}"
1.6179,15.40362668,48,100,32.59637332,31.59637332,1,"{'Kp': -2.469331421359172e+71, 'Ki': -2.3079350830270096e+71, 'Kd': -1.9851424063627115e+71}"
1.618,15.40362668,48,100,32.59637332,31.59637332,1,"{'Kp': -2.494024735572764e+71, 'Ki': -2.3310144338572797e+71, 'Kd': -2.0049938304263387e+71}"
1.6181,15.40362668,48,100,32.59637332,31.59637332,1,"{'Kp': -2.5189649829284916e+71, 'Ki': -2.3543245781958524e+71, 'Kd': -2.025043768730602e+71}"
1.6182,15.40362668,48,100,32.59637332,31.59637332,2,"{'Kp': -2.5441546327577767e+71, 'Ki': -2.377867823977811e+71, 'Kd': -2.045294206417908e+71}"
1.6183,15.40362668,48,100,32.59637332,31.59637332,1,"{'Kp': -2.5695961790853544e+71, 'Ki': -2.401646502217589e+71, 'Kd': -2.065747148482087e+71}"
1.6184,15.40362668,48,100,32.59637332,31.59637332,0,"{'Kp': -2.595292140876208e+71, 'Ki': -2.425662967239765e+71, 'Kd': -2.086404619966908e+71}"
1.6185,15.40362668,48,100,32.59637332,31.59637332,1,"{'Kp': -2.6212450622849703e+71, 'Ki': -2.449919596912163e+71, 'Kd': -2.1072686661665772e+71}"
1.6186,15.40362668,48,100,32.59637332,31.59637332,0,"{'Kp': -2.6474575129078197e+71, 'Ki': -2.4744187928812843e+71, 'Kd': -2.128341352828243e+71}"
1.6187,15.40362668,48,100,32.59637332,31.59637332,0,"{'Kp': -2.673932088036898e+71, 'Ki': -2.499162980810097e+71, 'Kd': -2.1496247663565255e+71}"
1.6188,15.40362668,48,100,32.59637332,31.59637332,1,"{'Kp': -2.700671408917267e+71, 'Ki': -2.524154610618198e+71, 'Kd': -2.1711210140200908e+71}"
1.6189,15.40362668,48,100,32.59637332,31.59637332,0,"{'Kp': -2.72767812300644e+71, 'Ki': -2.54939615672438e+71, 'Kd': -2.1928322241602916e+71}"
1.619,15.40362668,48,100,32.59637332,31.59637332,0,"{'Kp': -2.7549549042365043e+71, 'Ki': -2.5748901182916236e+71, 'Kd': -2.2147605464018945e+71}"
1.6191,15.40362668,48,100,32.59637332,31.59637332,0,"{'Kp': -2.782504453278869e+71, 'Ki': -2.6006390194745396e+71, 'Kd': -2.2369081518659133e+71}"
1.6192,15.40362668,48,100,32.59637332,31.59637332,0,"{'Kp': -2.810329497811658e+71, 'Ki': -2.626645409669285e+71, 'Kd': -2.2592772333845725e+71}"
1.6193,15.40362668,48,100,32.59637332,31.59637332,1,"{'Kp': -2.8384327927897746e+71, 'Ki': -2.652911863765978e+71, 'Kd': -2.2818700057184184e+71}"
